,0
314,-0.12223067
315,-0.12538464
316,-0.124333315
317,-0.11699196
318,-0.10085742
319,-0.08186223
320,-0.06356642
321,-0.038273662
322,-0.0357106
323,-0.023710443
324,-0.014335542
325,-0.015070912
326,-0.017690063
327,-0.018580645
328,-0.017472321
329,-0.008696213
330,0.0058860444
331,0.016714793
332,0.0009810105
333,-0.019500084
334,-0.040225245
335,-0.051644605
336,-0.08676202
337,-0.09953151
338,-0.12763962
339,-0.1279287
340,-0.12854281
341,-0.119040936
342,-0.10413176
343,-0.089953005
344,-0.07159358
345,-0.052298527
346,-0.04416482
347,-0.041709956
348,-0.033868108
349,-0.027512074
350,-0.024175929
351,-0.0265515
352,-0.026515217
353,-0.02280853
354,-0.009963157
355,0.0042519234
356,0.0031314455
357,-0.017550455
358,-0.041300327
359,-0.061278388
360,-0.10771683
361,-0.12686333
362,-0.14484164
363,-0.15024263
364,-0.13868618
365,-0.11216209
366,-0.07372962
367,-0.06885282
368,-0.067149855
369,-0.04141457
370,-0.023223728
371,-0.0126065705
372,-0.008468031
373,-0.009026716
374,-0.014043892
375,-0.017430848
376,-0.019398589
377,-0.009773847
378,0.0103996135
379,0.030069936
380,0.01771649
381,-0.0065851007
382,-0.034478664
383,-0.05719429
384,-0.10845862
385,-0.117882475
386,-0.13936898
387,-0.13998702
388,-0.12756017
389,-0.09781482
390,-0.052315507
391,-0.022782315
392,-0.022085547
393,-0.0222532
394,-0.018657535
395,-0.01272168
396,-0.009927005
397,-0.0027580326
398,0.005221376
399,0.005764976
400,0.015873015
401,0.045086123
402,0.07646319
403,0.08514455
404,0.07203129
405,0.048824575
406,0.015206421
407,-0.017757043
408,-0.06364669
409,-0.072135605
410,-0.08006572
411,-0.07828709
412,-0.060497317
413,-0.027897086
414,0.025974624
415,0.062280916
416,0.052237436
417,0.03905131
418,0.035796855
419,0.031526286
420,0.020412322
421,0.008602614
422,-0.0012873132
423,-0.008616017
424,-0.0042343996
425,0.015145689
426,0.034754083
427,0.053817257
428,0.041264582
429,0.016883668
430,-0.010908257
431,-0.039148446
432,-0.08923563
433,-0.10057959
434,-0.110513106
435,-0.11026513
436,-0.09126643
437,-0.060505114
438,-0.0066115
439,0.02336887
440,0.016737647
441,0.010090562
442,0.008947094
443,0.00044039916
444,-0.017186686
445,-0.028192956
446,-0.032747466
447,-0.031048063
448,-0.025176007
449,-0.006239146
450,0.008341864
451,0.020581514
452,0.016048394
453,-0.008132137
454,-0.035392314
455,-0.056174725
456,-0.096902
457,-0.10409721
458,-0.12037616
459,-0.11580449
460,-0.10342539
461,-0.07115165
462,-0.02247071
463,0.00955981
464,0.0051236013
465,-0.0016057375
466,-0.006186123
467,-0.017087987
468,-0.028128348
469,-0.028518774
470,-0.027085194
471,-0.021750737
472,-0.015372582
473,-0.0006105527
474,0.0077683926
475,0.01164899
476,-0.0039894804
477,-0.031205043
478,-0.054635756
479,-0.06624512
480,-0.09579783
481,-0.113877624
482,-0.1332039
483,-0.13013475
484,-0.12830472
485,-0.117534414
486,-0.09741583
487,-0.08042978
488,-0.05348958
489,-0.036903944
490,-0.03543389
491,-0.034108914
492,-0.038536932
493,-0.039625492
494,-0.036258
495,-0.026246993
496,-0.016965564
497,-0.010096759
498,-0.0019170195
499,0.001416171
500,-0.015217457
501,-0.032977313
502,-0.054126166
503,-0.0731738
504,-0.10104764
505,-0.118208125
506,-0.14249751
507,-0.13831541
508,-0.13144228
509,-0.12515283
510,-0.109323144
511,-0.08849557
512,-0.064246036
513,-0.047428686
514,-0.04491179
515,-0.047244165
516,-0.056883313
517,-0.059459925
518,-0.062140893
519,-0.06082816
520,-0.05258696
521,-0.0388536
522,-0.021971889
523,-0.00033015944
524,-0.0015484856
525,-0.014274726
526,-0.037288103
527,-0.06381461
528,-0.102305755
529,-0.10836196
530,-0.1211898
531,-0.11527251
532,-0.092938185
533,-0.053758416
534,0.013149593
535,0.05393587
536,0.044930823
537,0.024015535
538,0.0054299496
539,-0.016571224
540,-0.027920995
541,-0.035861116
542,-0.034675755
543,-0.0338495
544,-0.024530713
545,-0.0066019334
546,0.009330474
547,0.026071329
548,0.018413607
549,-0.0056881662
550,-0.032101374
551,-0.05843401
552,-0.100329384
553,-0.109571114
554,-0.12520608
